0	0	0	0
0	9	0	9
0	10	0	10
0	11	0	11
0	29	2	26
0	689	0	689
0	709	0	709
0	710	0	710
0	711	0	711
1	0	1	0
1	12	1	12
1	21	2	21
1	22	2	22
1	23	2	23
1	24	2	24
1	696	1	696
1	708	1	708
2	0	2	0
2	13	1	13
2	14	1	14
2	15	1	15
2	16	1	16
2	17	2	17
2	18	2	18
2	19	2	19
2	20	2	20
2	25	2	25
2	26	2	26
2	696	1	696
2	702	2	702
2	703	2	702
2	704	2	702
2	705	2	706
2	706	2	706
2	707	2	707
3	0	3	0
3	27	3	27
3	706	2	706
3	712	0	711
3	720	2	720
4	1	4	1
4	26	4	27
4	27	4	27
4	28	4	27
4	706	2	706
4	712	0	711
4	716	4	717
4	719	4	719
5	1	5	1
5	18	6	19
5	19	5	20
5	20	5	20
5	21	5	21
5	22	5	22
5	23	5	23
5	24	5	24
5	25	5	25
5	29	5	28
5	82	5	82
5	83	5	83
5	84	5	83
5	85	6	84
5	86	6	84
5	87	7	85
5	88	7	85
5	89	9	88
5	90	9	88
5	91	9	88
5	92	9	88
5	93	9	88
5	131	8	134
5	132	7	135
5	706	6	704
5	712	0	711
5	716	4	717
5	719	4	719
6	1	6	1
6	2	6	1
6	3	6	1
6	4	8	6
6	16	7	16
6	17	7	16
6	29	6	29
6	81	5	81
6	89	9	88
6	94	10	89
6	133	7	135
6	134	7	135
6	582	15	592
6	583	15	592
6	584	14	593
6	585	14	593
6	586	13	594
6	666	6	666
6	667	6	666
6	668	7	667
6	670	8	668
6	671	8	668
6	672	9	669
6	673	9	669
6	683	6	684
6	684	6	684
6	705	6	704
6	716	4	717
7	0	7	0
7	5	8	6
7	15	7	15
7	17	7	16
7	30	7	30
7	31	7	31
7	32	7	32
7	33	7	33
7	34	7	34
7	35	7	35
7	36	7	36
7	38	7	38
7	39	7	39
7	40	7	40
7	41	7	41
7	42	7	42
7	43	7	43
7	44	7	44
7	80	5	80
7	89	9	88
7	95	11	90
7	135	7	135
7	234	7	234
7	235	7	235
7	236	7	236
7	237	7	237
7	238	7	238
7	239	7	239
7	301	8	301
7	302	8	302
7	303	8	303
7	304	8	304
7	305	8	305
7	306	7	307
7	307	7	307
7	308	7	308
7	309	7	309
7	310	7	310
7	311	7	311
7	312	7	312
7	313	7	313
7	314	7	314
7	315	7	315
7	316	7	316
7	317	7	317
7	318	7	318
7	319	7	319
7	320	7	320
7	321	7	321
7	322	7	322
7	323	7	323
7	324	7	324
7	325	7	325
7	326	7	326
7	327	7	327
7	328	7	328
7	329	7	329
7	330	7	330
7	331	7	331
7	332	7	332
7	333	7	333
7	334	7	334
7	335	7	335
7	336	7	336
7	337	7	337
7	338	7	338
7	339	7	339
7	340	7	340
7	341	7	341
7	342	7	342
7	343	7	342
7	344	8	344
7	394	7	394
7	395	7	395
7	467	8	467
7	468	8	468
7	469	8	469
7	470	8	470
7	471	8	471
7	472	8	472
7	473	8	472
7	474	9	474
7	475	9	474
7	476	9	474
7	477	9	479
7	478	8	480
7	479	8	480
7	480	8	480
7	481	8	480
7	482	8	480
7	483	9	481
7	581	16	591
7	587	13	594
7	665	6	666
7	674	10	670
7	682	7	683
7	705	7	704
8	0	8	0
8	6	8	6
8	7	7	7
8	14	7	14
8	15	7	15
8	16	7	16
8	17	8	17
8	30	8	30
8	37	7	37
8	45	7	45
8	46	7	46
8	47	8	47
8	48	8	48
8	49	8	49
8	79	6	78
8	89	9	88
8	96	12	91
8	136	7	135
8	197	15	205
8	198	15	205
8	199	14	206
8	200	14	206
8	201	13	207
8	202	13	207
8	203	12	208
8	204	12	208
8	205	12	208
8	206	12	208
8	207	12	208
8	208	10	211
8	209	10	211
8	210	9	212
8	211	9	212
8	212	8	213
8	213	8	213
8	214	8	214
8	215	8	215
8	216	8	216
8	217	8	217
8	218	8	218
8	219	8	219
8	220	7	220
8	221	7	221
8	222	7	222
8	223	7	223
8	224	7	224
8	225	7	225
8	226	7	226
8	227	7	227
8	228	7	228
8	229	7	229
8	230	7	230
8	231	7	231
8	232	7	232
8	233	7	233
8	240	7	240
8	241	7	241
8	242	7	242
8	243	7	243
8	244	7	244
8	245	7	245
8	246	7	246
8	247	7	247
8	248	7	248
8	249	7	249
8	250	7	250
8	251	7	251
8	252	7	252
8	253	7	253
8	254	7	254
8	255	7	255
8	256	8	256
8	290	12	291
8	291	10	294
8	292	10	294
8	293	9	295
8	294	9	295
8	295	8	296
8	296	8	296
8	297	8	297
8	298	8	298
8	299	8	299
8	300	8	300
8	345	8	345
8	346	8	346
8	347	8	347
8	348	8	348
8	349	8	349
8	350	8	350
8	351	8	351
8	352	8	352
8	353	8	353
8	354	8	354
8	355	8	355
8	356	8	355
8	382	8	382
8	383	8	383
8	384	8	384
8	385	8	385
8	386	8	386
8	387	8	387
8	388	8	388
8	389	8	389
8	390	8	390
8	391	8	391
8	392	8	392
8	393	8	393
8	400	8	400
8	401	8	401
8	402	8	402
8	403	8	403
8	404	8	404
8	405	8	405
8	406	8	406
8	407	8	407
8	408	8	408
8	409	8	409
