1	394	1	394
2	2	2	2
2	393	2	393
3	3	3	3
3	392	3	392
4	4	4	4
4	391	4	391
5	5	5	5
5	390	5	390
6	6	6	6
6	389	6	389
7	7	7	7
7	388	7	388
8	8	8	8
8	387	8	387
9	9	9	9
9	386	9	386
10	10	10	10
10	385	10	385
11	11	11	11
11	384	11	384
12	12	12	12
12	383	12	383
13	13	13	13
13	382	13	382
14	14	14	14
14	381	14	381
15	15	15	15
15	380	15	380
16	16	16	16
16	379	16	379
17	17	17	17
17	378	17	378
18	18	18	18
18	377	18	377
19	19	19	19
19	376	19	376
20	20	20	20
20	375	20	375
21	21	21	21
21	374	21	374
22	22	22	22
22	373	22	373
23	23	23	23
23	372	23	372
24	24	24	24
24	371	24	371
25	25	25	25
25	370	25	370
26	26	26	26
26	369	26	369
27	27	27	27
27	368	27	368
28	28	28	28
28	367	28	367
29	29	29	29
29	366	29	366
30	30	30	30
30	365	30	365
31	31	31	31
31	364	31	364
32	32	32	32
32	363	32	363
33	33	33	33
33	362	33	362
34	34	34	34
34	361	34	361
35	35	35	35
35	360	35	360
36	36	36	36
36	359	36	359
37	37	37	37
37	358	37	358
38	38	38	38
38	357	38	357
39	39	39	39
39	356	39	356
40	40	40	40
40	355	40	355
41	41	41	41
41	354	41	354
42	42	42	42
42	353	42	353
43	43	43	43
43	352	43	352
44	44	44	44
44	351	44	351
45	45	45	45
45	350	45	350
46	46	46	46
46	349	46	349
47	47	47	47
49	69	47	69
48	70	47	70
49	71	47	71
47	348	47	348
48	48	48	48
49	68	48	67
49	72	48	73
48	347	48	347
49	49	49	49
50	66	49	65
50	74	49	75
51	243	49	243
49	346	49	346
50	50	50	50
51	64	50	63
51	76	50	77
52	159	50	159
51	241	50	241
51	245	50	245
51	246	50	246
51	332	50	331
52	333	50	333
51	334	50	334
50	345	50	345
51	51	51	51
52	62	51	61
52	78	51	79
52	156	51	155
52	157	51	157
52	160	51	161
52	162	51	162
53	213	51	213
51	240	51	239
52	247	51	247
52	248	51	248
52	330	51	329
52	335	51	335
52	336	51	336
51	344	51	344
52	52	52	52
53	60	52	59
53	80	52	81
53	154	52	153
53	163	52	163
53	164	52	164
53	211	52	211
53	214	52	215
52	238	52	237
53	249	52	249
53	250	52	250
54	271	52	271
53	272	52	272
54	273	52	273
53	274	52	274
54	275	52	275
53	328	52	327
53	337	52	337
53	338	52	338
52	343	52	343
53	53	53	53
54	58	53	57
54	82	53	83
54	152	53	151
54	165	53	165
54	166	53	166
54	197	53	197
54	198	53	198
54	209	53	209
54	216	53	217
53	236	53	235
54	251	53	251
54	252	53	252
54	270	53	269
54	276	53	277
54	326	53	325
54	339	53	339
54	340	53	340
53	342	53	342
54	54	54	54
55	56	54	55
55	84	54	85
55	150	54	149
55	167	54	167
55	168	54	168
55	195	54	195
55	199	54	199
55	200	54	200
54	208	54	207
55	218	54	219
55	233	54	233
55	253	54	253
55	254	54	254
55	268	54	267
55	278	54	279
55	324	54	323
54	341	54	341
55	55	55	54
56	86	55	87
56	148	55	147
56	169	55	169
56	170	55	170
56	193	55	193
56	201	55	201
56	202	55	202
56	205	55	205
56	220	55	221
56	231	55	231
56	255	55	255
56	256	55	256
56	266	55	265
56	280	55	281
56	322	55	321
57	88	56	89
57	146	56	145
57	171	56	171
57	172	56	172
57	191	56	191
56	204	56	203
57	222	56	223
56	230	56	229
57	257	56	257
57	258	56	258
57	264	56	263
57	282	56	283
57	320	56	319
57	342	56	342
58	54	57	53
58	90	57	91
58	144	57	143
58	173	57	173
58	174	57	174
57	190	57	189
57	203	57	203
58	224	57	225
57	228	57	227
58	259	57	259
58	262	57	261
58	284	57	285
58	318	57	317
59	92	58	93
59	118	58	117
59	119	58	119
60	121	58	121
59	142	58	141
59	175	58	175
59	176	58	176
58	188	58	187
58	203	58	203
58	226	58	226
58	260	58	260
59	286	58	287
59	316	58	315
58	342	58	343
60	53	59	52
60	94	59	95
60	116	59	115
60	122	59	123
60	140	59	139
60	177	59	177
60	178	59	178
60	185	59	185
59	203	59	203
59	225	59	226
59	261	59	260
60	288	59	289
60	314	59	313
61	96	60	97
61	114	60	113
61	124	60	125
61	138	60	137
61	179	60	179
61	180	60	180
60	184	60	183
